nodeID nodeLabel nodeLong nodeLat
158 ENNA 24.973889 70.066667
159 LTCE 41.169165 39.955278
160 LTFE 27.681388 37.247221
161 EGNJ -0.350833 53.574447
162 LTCN 36.951945 37.538334
163 ESGP 11.870555 57.775553
164 LYBE 20.306946 44.819446
165 LEMH 4.218612 39.862500
166 EDDL 6.757221 51.280835
167 ENSK 15.026112 68.580835
168 ENLK 13.609445 68.152498
169 LFPO 2.379445 48.723332
170 LKMT 18.110834 49.696110
171 ENKR 29.887779 69.725000
172 EDNY 9.511388 47.671387
173 LPFR -7.965834 37.014445
174 LTCO 43.028613 39.647502
175 EPPO 16.826389 52.421110
176 ESNQ 20.335555 67.821387
177 ESPA 22.123612 65.543335
178 EFJO 29.624445 62.658887
179 LCRA 32.990833 34.594999
180 EGVN -1.583612 51.749723
181 EDDH 9.988333 53.630278
182 LDPL 13.922222 44.893612
183 LDZD 15.346666 44.108333
184 LEBB -2.910555 43.301111
185 LTCR 40.640556 37.232780
186 EYPA 21.093888 55.973332
187 ENBR 5.218055 60.293612
188 ENHD 5.212500 59.343335
189 ENAN 16.144167 69.292497
190 ENEV 16.678334 68.488892
191 LTCP 38.468888 37.730835
192 ELLX 6.204445 49.623332
193 LTAY 29.705001 37.787777
194 LOWS 13.003334 47.794446
195 LBBG 27.515279 42.570280
196 EDDW 8.786667 53.047502
197 EPLL 19.398055 51.721944
198 ENHK 22.139722 70.486670
199 LFMN 7.215000 43.665279
200 ENAT 23.371667 69.976115
201 ENVA 10.924167 63.457499
202 ENZV 5.637778 58.876668
203 LRBS 26.103611 44.503613
204 LOWK 14.337221 46.642778
205 LEAL -0.558055 38.282222
206 LIEA 8.288612 40.631112
207 ENRY 10.785555 59.378890
208 LMML 14.477500 35.857499
209 EGGP -2.849722 53.333610
210 LEZL -5.898888 37.418054
211 LEVC -0.481667 39.489445
212 LTCS 38.908333 37.456946
213 EHEH 5.374445 51.450000
214 ENHV 25.983612 71.009725
215 LPPT -9.134166 38.774166
216 LICA 16.241667 38.908333
217 ENKB 7.826112 63.111947
218 LTCA 39.281388 38.598612
219 LDZA 16.068888 45.743054
220 ENTO 10.258612 59.186666
221 LIBD 16.765000 41.138053
222 LTCI 43.330835 38.468612
223 ENBN 12.217500 65.461112
224 EDLV 6.142222 51.602498
225 LIRN 14.290834 40.884444
226 EBOS 2.862222 51.198889
227 LEGE 2.760555 41.900834
228 LOWI 11.343888 47.260278
229 LDSP 16.298055 43.538888
230 ENRA 14.301389 66.363888
231 ENRM 11.146112 64.838334
232 LTCF 43.098889 40.558610
233 ESSL 15.679722 58.406388
234 LIEE 9.056112 39.247221
235 ENCN 8.085000 58.203890
236 EFSA 28.944999 61.942778
237 LICR 15.653611 38.071944
238 ESSP 16.246389 58.586112
239 LSZR 9.561945 47.485002
240 EDFH 7.263889 49.948612
241 LIEO 9.517779 40.898612
242 ENML 7.262500 62.744722
243 EDDR 7.109445 49.214445
244 ESGG 12.291111 57.660002
245 EKYT 9.849167 57.092778
246 ENOV 6.074167 62.180001
247 ESMQ 16.287500 56.685555
248 LGKP 27.145833 35.421110
249 LGKS 26.910000 35.421387
250 EDSB 8.080555 48.779443
251 LERS 1.167222 41.147502
252 EGKK -0.190278 51.148055
253 LTAZ 34.526388 38.776388
254 LDDU 18.268333 42.561389
255 LICT 12.493333 37.911947
256 LIRP 10.395555 43.682780
257 ENNM 11.578611 64.472221
258 ENDU 18.540279 69.055835
259 XXXX 00.000000 00.000000
260 ESNS 21.076945 64.624723
261 ESKN 16.903611 58.788611
262 LEXJ -3.820000 43.426945
263 LIMP 10.295278 44.822221
264 LQSA 18.331667 43.824447
265 LEST -8.415278 42.896387
266 ENSN 9.567222 59.185002
267 LIMJ 8.837500 44.413334
268 LIBP 14.187221 42.437223
269 ENBL 5.756945 61.391113
270 LIPQ 13.472222 45.827498
271 LPMA -16.778055 32.694167
272 LTCD 39.520557 39.713053
273 ESNU 20.280001 63.793054
274 LEPP -1.646388 42.769999
275 LEJR -6.060000 36.744722
276 LIPX 10.887779 45.396387
277 EFLP 28.148612 61.045833
278 LIMF 7.649445 45.202498
279 ESTA 12.855000 56.291113
280 EKAH 10.618888 56.300000
281 LELN -5.656112 42.588611
282 LFTH 6.146112 43.097221
283 LIRQ 11.202778 43.808610
284 EGLC 0.055278 51.505278
285 ENHF 23.668612 70.679720
286 LIPY 13.360278 43.616667
287 LEAS -6.034722 43.563611
288 EPSC 14.902222 53.584721
289 LICJ 13.099445 38.181946
290 LIRI 14.912500 40.619999
291 ENSG 7.137778 61.156112
292 ENSD 6.105833 61.830001
293 EGPK -4.594445 55.509444
294 LIBR 17.948055 40.660555
295 ESNZ 14.500279 63.194446
296 EKSB 9.791667 54.964445
297 LRSM 22.885555 47.703333
298 LECO -8.377222 43.301945
299 LICG 11.960834 36.813053
300 LFST 7.634445 48.541943
301 ESNN 17.442778 62.529443
302 ESSB 17.942222 59.354443
303 LEAM -2.370000 36.843888
304 EDVE 10.556112 52.319165
305 EGGD -2.719167 51.382780
306 EGPD -2.197778 57.201945
307 LFBZ -1.531112 43.468335
308 EGPF -4.433055 55.871944
309 EGFF -3.343333 51.396667
310 EDJA 10.239445 47.988888
311 ENAL 6.119721 62.562223
312 EICK -8.491112 51.841390
313 LEGR -3.777222 37.188611
314 LELC -0.812500 37.775000
315 EKKA 9.124721 56.297502
316 EBAW 4.460278 51.189445
317 EKRN 14.759445 55.063334
318 EHRD 4.437222 51.956946
319 LFMT 3.961388 43.583333
320 LEVX -8.627500 42.229167
321 LIBC 17.079167 38.996667
322 LGSO 24.950000 37.423055
323 EDRZ 7.400555 49.209444
324 LIRZ 12.510278 43.097221
325 LSZA 8.910278 46.003613
326 LFKB 9.484722 42.550000
327 ENNK 17.386666 68.436947
328 EGSH 1.282778 52.675834
329 LEVD -4.851945 41.706112
330 LEMO -5.615834 37.175000
331 EETU 26.686945 58.307499
332 LGLE 26.800000 37.185002
333 LFBE 0.520555 44.824447
334 EIKN -8.818612 53.910278
335 LFTW 4.416667 43.757499
336 LGKV 24.619722 40.913888
337 ENBV 29.034167 70.871387
338 LESA -5.501945 40.951945
339 LERJ -2.320555 42.460555
340 LFBT -0.002778 43.185555
341 LESO -1.790555 43.356388
342 ETNL 12.278334 53.919165
343 LGKY 26.940556 36.963334
344 EGNM -1.660555 53.865833
345 EGAC -5.872500 54.618054
346 EPRZ 22.018888 50.110002
347 EDHL 10.719167 53.805278
348 LFMK 2.308612 43.215833
349 EPBY 17.977779 53.096667
350 LXGB -5.346666 36.146667
351 EGHI -1.356667 50.950277
352 LGMK 25.347221 37.437223
353 EGNS -4.623333 54.083333
354 LGSK 23.503611 39.177498
355 LCPH 32.485000 34.718335
356 EGHH -1.842500 50.780001
357 ENSR 20.959721 69.786670
358 EGPE -4.047500 57.542501
359 EGJJ -2.195555 49.208057
360 LFPB 2.441388 48.969446
361 LFLX 1.721112 46.860278
362 LFBL 1.180278 45.860832
363 EGNH -3.028333 53.771387
364 EGJB -2.601945 49.435002
365 LIPR 12.609445 44.019446
366 LDOS 18.810278 45.462777
367 ENRS 12.103334 67.527779
368 LTCK 41.668888 38.744722
369 EGKB 0.032500 51.330835
370 LEBZ -6.821388 38.891390
371 ESDF 15.265000 56.266667
372 EGHQ -4.995278 50.440833
373 ENBS 29.692501 70.600277
374 LTCJ 41.116390 37.932222
375 LEAB -1.863333 38.948612
376 EIKY -9.523888 52.180835
377 LDRI 14.570278 45.216943
378 LPPD -25.697778 37.741943
379 ENSS 31.044999 70.355282
380 LTCM 35.066390 42.015833
381 LETO -3.445833 40.496667
382 LPLA -27.090833 38.761947
383 EGWU -0.418333 51.553056
384 EDXW 8.342500 54.911666
385 EGPN -3.025833 56.452498
386 EGLF -0.777500 51.275277
387 LUKK 28.931112 46.927779
388 LFKF 9.096666 41.502222
389 EHGG 6.583333 53.125000
390 LICD 12.618333 35.498055
391 LFMP 2.869722 42.740833
392 EGSC 0.175000 52.205001
393 LGKC 23.016667 36.274166
394 LFMV 4.901945 43.906665
395 LFMH 4.297222 45.534167
396 LIPK 12.069721 44.195557
397 EDFE 8.641388 49.960832
398 LIMZ 7.623055 44.547502
399 YYYY 00.000000 00.000000
400 LFBH -1.195278 46.179167
401 LFOK 4.206112 48.773332
402 LFMD 6.954167 43.546387
403 LFRB -4.421666 48.447221
404 LGIO 20.822500 39.696387
405 EGBP -2.056945 51.668054
406 LFRG 0.160000 49.363334
407 EFKS 29.231946 65.990279
408 LYTV 18.723334 42.404720
409 EGMH 1.346112 51.342220
410 LFJL 6.246666 48.978333
411 ESGJ 14.069167 57.758333
412 LFBP -0.418612 43.380001
413 ESOE 15.040000 59.228056
414 EICM -8.941111 53.300277
415 LFLB 5.880000 45.639168
416 LFKC 8.793055 42.524447
417 LFLC 3.162500 45.785832
418 ENSB 15.465555 78.246110
419 LERT -6.349445 36.645280
420 LICZ 14.924721 37.406946
421 LFQQ 3.086945 50.563334
422 LPEV -7.891945 38.529720
423 LFCR 2.483333 44.407499
424 LTAG 35.433057 36.998889
425 ETAR 7.610833 49.438053
426 LGPL 26.375279 36.580001
427 LFMU 3.353333 43.323332
428 LGIK 26.413611 37.682780
429 LYPG 19.251945 42.359444
430 LFBI 0.306667 46.587500
431 LFOT 0.723055 47.431946
432 ESSD 15.515000 60.422221
433 LFKJ 8.802500 41.923889
434 EGAE -7.161945 55.042778
435 LGKL 22.025279 37.068335
436 LSZB 7.499167 46.912223
437 LTFG 32.301388 36.299447
438 EDOP 11.783333 53.426945
439 EGLD -0.513055 51.588334
440 LIQS 11.255000 43.258610
441 LEBG -3.613612 42.357499
442 EGNR -2.977778 53.178056
443 EFIV 27.413888 68.610832
444 LGNX 25.368054 37.081112
445 LFRM 0.201667 47.948612
446 LQBK 17.297500 44.941390
447 EFKT 24.848055 67.698612
448 EDBC 11.418055 51.855835
449 LFRD -2.080000 48.587777
